barcode,name,brand,package_size,category
4005808890507,קרם לחות רב שימושי 200מל,BEIERSDORF HELLAS,200 מיליליטר,Other
4005900036476,"דאו.ניוואה רול און 50מ""ל",BEIERSDORF HELLAS,50 מיליליטר,Other
4005900036483,דאו.ניוואה בלק&וייט 150מ,BEIERSDORF,150 מיליליטר,Other
4005900036506,דאו.ניוואה בלק&וויט רול,BEIERSDORF HELLAS,50 מיליליטר,Other
4005900388513,ניוואה רול און לאישה50מ,BEIERSDORF HELLAS,50 מיליליטר,Other
4005900485243,רול און דרי פרש לגבר 50,BEIERSDORF,50 מיליליטר,Other
4005900488459,דאו.רול דרי פרש לאישה50מ,BEIERSDORF,50 מיליליטר,Other
4005900513045,ניוואה דאודורנט לגבר150,BEIERSDORT,150 מיליליטר,Other
4005900513069,ניוואה רול און גבר דיפ50,BEIERSDORT,50 מיליליטר,Other
4005900547316,"דאו. ניוואה לאשה 150 מ""ל",BEIERSDORF,150 מיליליטר,Other
4005900639554,דאו.רול און פרש נטורל50מ,---,50 מיליליטר,Other
4005900816108,ניוואה רולאון יבש לגבר50,BEIERSDORF,50 מיליליטר,Other
4005900833723,גל רחצה לגבר 3ב1 פרש500,BEIERSDORF HELLAS,500 מיליליטר,Other
4005900845702,"דאו.ניוואה פרש 50 מ""ל",BEIERSDORF,50 מיליליטר,Other
4005900874931,"דאו.ניוואה דיפ ביט150מ""ל",BEIERSDORF,150 גרם,Other
4005900874962,ניוואה רול און דיפ ביט,BEIERSDORF HELLAS,50 מיליליטר,Other
4006000012278,דאו ספריי גבר סנסיישן150,BEIERSDORF,150 מיליליטר,Other
4006000030678,"ניוואה בייבי משחה100 מ""ל",BEIERSDORF,100 מיליליטר,Other
4006000086705,תחליב גוף ניוואה 500מל,BEIERSDORF,500 מיליליטר,Other
4006000086743,ניוואה תחליב גוף 500מל,BEIERSDORF,500 מיליליטר,Other
4006000086767,ניוואה קרם גוף אלוורה500,BEIERSDORF,500 מיליליטר,Other
4007745058804,מיונז אורגני340ג נטורפוד,הורלין,340 גרם,Sauces & Spreads
4007745058811,חרדל אורגני 200ג נטורפוד,,200 גרם,Sauces & Spreads
4007745058828,חרדל גרגרים אורגני 145ג,,145 גרם,Sauces & Spreads
4008287051032,בירה קרומבאכר פחית 500 מ,קרומבאכר,500 מיליליטר,Drinks
4008287058161,"בירה קרומבאכר 6*330 מ""ל",קרומבאכר,1.98 ליטר,Drinks
4008287905786,בירה קרומבאכר חיטה פח500,קרומבאכר,500 מיליליטר,Drinks
4008400170428,בונבונ.לב פררו רושה100ג,פררו פולין אס.פי. זי.או.,100 גרם,Other
40084107,ביצת קינדר הפתעה 20 גרם,פררו אס.פי.אי,20 גרם,Other
4009300011040,תה ירוק תפוח 20יח*1.75גר,טיקנה גי.אמ.בי.אייג,35 גרם,Drinks
4009300011958,פומפדור ניו יורק צאי20ש,טיקנה גי.אם.בי.אייג,35 גרם,Other
4009300053163,חליטת ורד בר היביסקוס20ש,טיקנה גי.אמ.בי.אייג,60 גרם,Other
4009300522935,תה ירוק לימונית+לואיזה20,טיקנה גי.אם.בי.אייג,30 גרם,Drinks
4009300524588,חליטת פירות יער20שקיק*3ג,טיקנה גי.אם.בי.אייג,60 גרם,Fruit
4009300524625,תה צאי מאסלה20שק*2גר,טיקנה,40 גרם,Drinks
4009300525684,חליטת לימון גינגר20שק,טיקנה גי.אם.בי.אייג,35 גרם,Fruit
4009300526438,תה ירוק קלאסי 20 שקיקים,טיקנה גי.אם.בי.אייג,30 גרם,Drinks
4009300527909,חליטת גינגר כורכום20שק,טיקנה גי.אם.בי.אייג,35 גרם,Other
4009300530459,חליטת גינגר ודבש 20שק,טיקנה גי.אמ.בי.אייג,35 גרם,Sauces & Spreads
4009900402965,אורביט וייט פירות 64גרם,ריגלי פולין,64 גרם,Fruit
4009900403023,מסטיק אורביט ויט מנטה64ג,ריגלי פולין,64 גרם,Snacks
4009900412087,אורביט פפרמינט בקבוק64ג,ריגלי פולין,64 גרם,Other
4009900412117,אורביט ספירמינט בקבוק64ג,ריגלי ממתקים,64 גרם,Other
4009900420198,מסטיק אורביט אבטיח 64 גר,ריגלי פולין,64 גרם,Snacks
4009900426039,מסטיק איירוויבז מנטה64ג,ריגלי פולין,64 גרם,Snacks
4009900426121,מסטיק איירוויבז אוכמנ64ג,ריגלי פולין,64 גרם,Snacks
4009900479998,אורביט אוכמניות בקבוק64ג,ריגלי פולין,64 גרם,Other
4009900482417,אורביט באבל מינט בקבוק64,ריגלי פולין,64 גרם,Other
4009900482967,סקיטלס בטעם פירות 152 גר,מרס ריגלי,152 גרם,Fruit
4009900492829,סקיטלס פירות יער 152גרם,מרס ריגלי,152 גרם,Fruit
4009900513791,סקיטלס פירות חמוצים 152ג,מרס ריגלי,152 גרם,Fruit
4009900514996,מסטיק אורביט תות 64 גרם,ריגלי ממתקים,64 גרם,Snacks
4009900536257,אורביט רפרשרס ספירמינט67,ריגלי פולין,67 גרם,Other
4009900536288,אורביט רפרשרס פפרמינט67ג,ריגלי ממתקים,67 גרם,Other
4009900540551,אורביט רפרשרס טרופיקל67ג,---,67 גרם,Other
4009900546140,סקיטלס גיינטס חמוצות132,מרס ריגלי,132 גרם,Other
4009900546164,סקיטלס גיינטס פירות 132,מרס ריגלי,132 גרם,Fruit
4009900552165,אורביט רפרשרס אבטיח 67 ג,מרס פולין,67 גרם,Fruit
4011800000349,קורני בייס קרמל סולט138ג,שוורטאוור וורקה,138 גרם,Other
4011800000738,קורני בייס קוקי&קרם138ג,שוורטאוור וורקה,138 גרם,Other
4011800528416,קורני בוטנ.מתוק מלוח6*25,שוורטאוור וורקה,150 גרם,Other
4011800567613,קורני סנדוויץ שחור לבן4י,Schwartauer,120 גרם,Dairy
4011800628512,קורני חט.דגנים+שוקולד6יח,Schwartauer,150 גרם,Snacks
4011800630515,קורני 6חט.דגנים+שוק+בננה,Schwartauer,150 גרם,Fruit
4011800632519,קורני חטיפי קוקוס שוק6יח,Schwartauer,150 גרם,Other
4011800633516,ח.דגנים שוקו.מריר6 קורני,שוורטאוור וורקה,138 גרם,Drinks
4011800636517,קורני FREE שוקולד חלב6יח,Schwartauer,120 גרם,Snacks
4013162036172,מרכך כביסה רוח קיץ כחול1,פיט,1000 מיליליטר,Other
4013162036196,מרכך כ.דובי מפנק לבן 1ל,פיט,1000 מיליליטר,Dairy
4013162036219,מ.כביסה דובי מפנק ירוק1ל,פיט,1000 מיליליטר,Other
4013162036233,מרכך כביסה הדובי המפנק1ל,פיט,1 ליטר,Other
4013162038282,מרכך כביסה הדובי המפנק 1,פיט,1 ליטר,Other
4014400901191,בונבוניירה מרסי 250 גרם,אוגוסט שטורק,250 גרם,Other
4014400907902,סוכ.וורטר ל.סוכר קופס42ג,שטורק,42 גרם,Other
4014400910063,סוכריות חמאה וורטר135גרם,אוגוסט שטורק,135 גרם,Snacks
4014400914696,"סוכריות חמאה לל""ס80 ורטר",אוגוסט שטורק,80 גרם,Snacks
4014400914924,"סוכ.קפוצינו לל""ס80 ורטר",אוגוסט שטורק,80 גרם,Other
4014400920857,"סוכ.שוקולד לל""ס 70ג ורטר",אוגוסט שטורק,70 גרם,Snacks
4014400923711,טופיפי 125 גרם,אוגוסט שטורק,125 גרם,Other
4014400925319,חטיף פופקורן קרמל 140ג,אוגוסט שטורק,140 גרם,Snacks
4014400930474,קנופרס וופל מיניס 200 גר,---,200 גרם,Snacks
40144016,סוכריות חמאה 50 גרם ורטר,שטורק,50 גרם,Snacks
4015400363033,טמפקס רגולר עם מוליך,---,1 יחידות,Other
4015400563747,אולוויז מגן וליופק N 60,PROCTER&GAMBLE,1 יחידות,Other
4015400563846,אולוויז מגן וליופק לונג,PROCTER&GAMBLE,1 יחידות,Other
4015400564324,אולוויז מגן וליופק L 52,PROCTER&GAMBLE,1 יחידות,Other
4015400565574,מגן תחתון נורמל VPפרש 58,PROCTER&GAMBLE,1 יחידות,Other
4015576235493,"בירה ברלינר 500 מ""ל",---,500 מיליליטר,Drinks
4015576236780,בירה בהירה לא מסונ.פח500,,500 מיליליטר,Drinks
4015600810849,קליר גל גילט פאוייר70מ,PROCTER&GAMBLE,70 מיליליטר,Other
4018722344308,אטריות טאליאטלה כוסמין,אלב גולד,500 גרם,Other
4022025001905,בלו ווין מבעבע זהב 750מל,היי סישל סוהן טראבן,750 מיליליטר,Other
4022025261002,בלו ווין מבית בלו נאן750,לנגוט טראבן,750 מיליליטר,Other
4044889004571,שוקולד לבן ווניל אורגני,לודויג וינריצ,80 גרם,Snacks
4044889004595,שוקולד קלאסי אורגני 80 ג,לודויג וינריצ,80 גרם,Snacks
4044889004625,שוקולד עם אגוזי לוז אורג,לודויג וינריצ,80 גרם,Snacks
4044889004649,שוקולד עם שבבי בייגלה מל,לודויג וינריצ,80 גרם,Snacks
4045787068221,פרוטאין קולור 1-0שחור 60,הנקל סוד,1 יחידות,Other
4045787068252,פרוטאין קולור מס1000.1,הנקל סוד,1 יחידות,Other
4045787068306,פרוטאין קולור מס4,הנקל סוד,1 יחידות,Other
4045787068320,פרוטאין קולור 5 חום,הנקל סוד,1 יחידות,Other
4045787068375,פרוטאין קולור6 בלונד כהה,הנקל סוד,1 יחידות,Other
4045787068467,פרוטאין קולור מס7,הנקל סוד,1 יחידות,Other
4045787068542,פרוטאין קולור מס8,הנקל סוד,1 יחידות,Other
4053700292455,ויט 12רצועות שעווה צמחית,רקיט בנקיזר,1 יחידות,Other
4061445096689,קפה נמס אספרסו 57 100גרם,"טשיבו, אספי.זד.או.או",100 גרם,Drinks
4061445096702,קפה נמס דוידוף 100גרם,"טשיבו, אספי.זד.או.או",100 גרם,Drinks
4061445096726,קפה נמס ריץ ארומה 100גרם,"טשיבו, אספי.זד.או.או",100 גרם,Drinks
4064666232379,וולה פלקס ספריי לשיער גמ,INTERSPRAY THEORAT,250 מיליליטר,Other
4064666232416,מוס לשיער גמיש אולטרא200,INTERSPRAY THEORAT,200 מיליליטר,Other
4064666518145,וולה דלוקס מוס לעיצוב200,אינטרספריי,200 מיליליטר,Other
4066600601920,בירה פאולנר חיטה פחית500,פאולנר,500 מיליליטר,Drinks
4066600999614,"בירה פאולנר חיטה 500 מ""ל",מבשלת פאולנר,500 מיליליטר,Drinks
4067700014849,"ייגרמייסטר 700 מ""ל",יגרמייסטר,700 מיליליטר,Other
4084500065598,פנטן קרם לחות לתלתלים300,PROCTER&GAMBLE,300 מיליליטר,Other
4084500088917,פיירי לכלים לימון650מל,PROCTER&GAMBLE,650 מיליליטר,Fruit
4084500739253,אורל בי 3D Whiteלובן75מל,PROCTER&GAMBLE,75 מיליליטר,Other
4084500853553,נ.כלים אורגינל650מ פיירי,PROCTER&GAMBLE,650 מיליליטר,Other
4100130937163,"בירה בקס 6*275 מ""ל",BECK AND CO,1.65 ליטר,Drinks
4105120062436,ויינשטיין דונקל בקבוק500,---,500 מיליליטר,Other
4105120623941,"בירה ויינשטפן בק 500 מ""ל",---,500 מיליליטר,Drinks
4105120624412,בירה ויינשטפן ויטוס500מל,---,500 מיליליטר,Drinks
42138105,וינסטון סופר סלמס כחול ח,jti,1 יחידות,Other
42138129,וינסטון סופר סלמס מנטל ח,jti,1 יחידות,Other
42269915,ק.אינטנסיבי פנים וגוף200,BEIERSDORF HELLAS,200 מיליליטר,Other
42299363,"דאו.OCEAN ניוואה 50מ""ל",BEIERSDORF,50 מיליליטר,Other
4600659010854,"וודקה סטולי 700 מ""ל",איי. אס. לטבייאס בלזם,700 מיליליטר,Other
4603400000043,וודקה רוסקי סטנדרט 700מל,,700 מיליליטר,Other
4603766426075,"סוכריות לל""ס ט.מנגו 14גר",טורגובי דום אנרגון רוס,14 גרם,Snacks
4603766426105,"סוכריות לל""ס ט.דובדבן14ג",טורגובי דום אנרגון רוס,14 גרם,Snacks
4605246003516,תפזורת תה שחור ציילון100,,100 גרם,Drinks
4605246003523,תה שחור גולדן צילוני25ש,גרינפילד,50 גרם,Drinks
4605246003585,תה ירוק פליינג דרגון25ש,גרינפילד,50 גרם,Drinks
4605246003738,תה ירוק יסמין 25 שקיקים,גרינפילד,50 גרם,Drinks
4605246004278,תה שחור ארל גריי 25 שק,גרינפילד,50 גרם,Drinks
4605246004322,חליטת תה קמומיל 25ש*1.5ג,גרינפילד,37 גרם,Drinks
4605246004339,חליטת תה סאמר בוקט 25 שק,גרינפילד,50 גרם,Drinks
4605246004353,תה ירוק מליסה 25 שקיקים,גרינפילד,37 גרם,Drinks
4605246009969,תה שחור אוכמניות 25שק,אורימי בעמ,1 יחידות,Drinks
4605246017537,חליטת פירות עם למון גראס,,36 גרם,Fruit
4605246017544,חליטת צמחים פירות מאצה20,,36 גרם,Fruit
4605246017551,תה צמחים פירות לבנדר20יח,,36 גרם,Drinks
4605246017865,חליטת לימון גינגר20שק,גרינפילד,1 יחידות,Fruit
4605246017896,חליטת תה פירות אדומים20ש,גרינפילד,1 יחידות,Drinks
4605246017926,תה ירוק נענע 20 שקיקים,גרינפילד,1 יחידות,Drinks
4607001414445,טארטלטים לקינוח בייקר180,רמנסקי,180 גרם,Other
4607002994328,חומץ 9% 1 ליטר,---,1 ליטר,Sauces & Spreads
4607012351005,גרעין חמניה קלוי200מרטין,אל אל סי מרטין,200 גרם,Other
4607012351999,גרעיני חמניה מלח ים200ג,אל אל סי מרטין,200 גרם,Other
4607096572549,פתית שיפון קרואזט 200 גר,אוריינט,200 גרם,Other
4607096572556,פתית שיפון עשבי תיבול200,אוריינט,200 גרם,Other
4607096573102,פתית שיפון דגנים 200ג,אוריינט,200 גרם,Other
4610274540018,"סוכריות ל""לס ט.מנטה14ג",טורגובי דום אנרגון רוס,14 גרם,Snacks
4610274540032,"סוכריות לל""ס ט.פירות יער",טורגובי דום אנרגון רוס,14 גרם,Snacks
4640018993398,קפסולות פיניש קוואנטום60,רקיט בנקיזר,1 יחידות,Other
4710068001692,"מאסטר קפה לאטה 240 מ""ל",תאיט מרקטינג אנד דיסטריב,240 מיליליטר,Drinks
4710068001715,"מאסטר קפה טירמיסו 240מ""ל",,240 מיליליטר,Drinks
4710068001739,מאסטר קפה קולומביאני240מ,,240 מיליליטר,Drinks
4710068006239,"מאסטר קפה לאטה לל""ס240מל",מאיטה פוד אינדוסטריאל קו,240 מיליליטר,Drinks
4740098001683,קוקטייל פינה קולדה 330 מ,לה קוק,330 מיליליטר,Other
4740098098331,"קוקטייל בלו לאגון 330 מ""",לה קוק,330 מיליליטר,Other
4740098098355,"קוקטייל מוחיטו 330 מ""ל",לה קוק,330 מיליליטר,Other
4740098098379,"קוקטייל מרגריטה 330 מ""ל",לה קוק,330 מיליליטר,Other
4740098098393,קוקטייל סקס און דה ביץ 3,לה קוק,330 מיליליטר,Other
4750616000593,שפרוטים בשמן בריוואס 240,בריוואס וילינוס,240 גרם,Other
4750616001651,שפרוטים גדולים בשמן 240,בריוואס וילינוס,240 גרם,Other
